Boaco,50
Carazo,75
Chinandega,30
Chontales,65
Estelí,25
Granada,70
Jinotega,10
Leon,35
Madriz,20
Managua,55
Masaya,60
Matagalpa,40
Nueva Segovia,5
RAAN,91
RAAS,93
Rio San Juan,85
Rivas,80
